Name,Age,Nationality,Club,League,Position,PlayStyle,Overall,Potential,Value_EUR,Wage_EUR,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Acceleration,SprintSpeed,Finishing,ShotPower,LongShots,Volleys,Penalties,Vision,Crossing,ShortPassing,LongPassing,FKAccuracy,Curve,Agility,Balance,Reactions,BallControl,Composure,Interceptions,HeadingAccuracy,DefAwareness,StandingTackle,SlidingTackle,Jumping,Stamina,Strength,Aggression,WeakFoot,SkillMoves,Height_cm,Weight_kg,PreferredFoot,Form,IntCaps,IntGoals,Appearances,Goals,Assists
Ansu Gueye,24,Ukraine,Burnley,Premier League,LM,Inside Forward,63,69,421603,1000,79,66,72,79,42,60,81,80,64,69,61,60,64,79,71,72,77,68,86,83,85,78,84,72,40,56,40,43,36,60,53,65,62,2,4,197,79,Right,10,75,10,24,9,4
Rafael Hoffmann,23,Canada,Celtic,Scottish Prem,LM,Winger,83,90,33870463,48043,88,76,77,89,51,78,94,88,76,82,70,84,73,77,80,76,77,67,89,83,97,84,96,85,47,74,46,44,52,85,76,71,74,2,4,177,93,Right,2,12,11,25,8,15
Mikel Herrera,19,Algeria,Venezia,Serie A,LB,Attacking Full Back,75,92,5396332,6963,81,55,77,74,76,69,74,79,58,53,54,49,54,73,83,73,84,65,69,74,78,72,76,69,75,67,83,71,79,63,73,76,69,2,2,180,77,Right,9,52,12,36,7,5
Christoph Ferrari,23,Chile,Seattle Sounders,MLS,CM,Playmaker,68,77,2133793,4618,68,67,75,77,58,65,66,64,74,74,64,64,72,83,78,69,72,64,75,70,73,76,71,76,58,67,58,62,57,73,66,65,59,3,4,186,69,Right,1,23,4,5,6,3
Carlos Jiménez,23,Uruguay,Hertha Berlin,Bundesliga,LW,Winger,74,77,7229553,18975,85,84,79,87,31,66,92,79,84,91,84,93,85,87,74,75,71,71,92,87,90,85,84,82,24,75,33,30,32,74,64,61,61,2,2,180,78,Left,2,42,11,36,9,20
Bukayo Fischer,24,Japan,Aston Villa,Premier League,LM,Winger,84,90,50036126,119133,90,77,77,92,54,76,84,83,75,73,86,87,84,69,75,76,72,76,93,92,94,89,96,96,54,71,60,48,51,83,78,70,70,4,4,190,83,Left,9,8,10,5,3,1
Joakim Promes,25,Brazil,Clermont,Ligue 1,ST,Poacher,72,81,4742236,6604,79,81,73,75,30,78,76,78,82,77,88,71,79,78,78,77,69,67,66,68,81,78,69,77,30,81,37,22,34,70,72,76,78,2,3,180,70,Left,7,53,29,6,30,16
Mats Alaba,32,Iceland,Cadiz,La Liga,RW,Explosive Winger,74,72,3770137,10300,88,81,77,88,31,71,87,94,81,80,87,82,78,70,82,76,78,70,78,93,83,93,85,85,36,80,33,39,39,73,71,74,80,4,4,181,85,Right,5,68,40,38,0,17
Erling Rodrigues,25,Peru,Mallorca,La Liga,ST,Poacher,67,73,866132,1842,76,86,71,80,31,77,79,80,94,79,88,82,94,79,66,74,78,63,76,79,74,75,87,82,37,83,36,38,40,79,71,72,77,3,3,177,78,Left,6,55,10,20,8,17
Breel Jones,21,Guinea,Rennes,Ligue 1,CB,Ball Playing Defender,74,79,7374728,13862,68,44,61,60,83,82,67,69,50,37,40,50,39,55,64,62,63,69,51,66,56,56,53,57,83,85,76,89,87,79,88,81,79,4,3,183,65,Right,3,35,0,25,2,20
John Williams,22,Croatia,Mainz,Bundesliga,LB,Attacking Full Back,70,77,2081777,3988,79,49,72,66,75,66,75,80,43,52,47,51,42,68,66,78,77,63,69,60,74,65,66,70,71,66,75,71,81,68,69,67,59,3,5,186,90,Right,3,6,4,23,0,14
Scott Schmidt,20,Portugal,Salernitana,Serie A,LW,Explosive Winger,70,87,1914610,2739,80,80,81,84,25,64,79,76,81,87,71,70,72,79,81,75,81,85,90,81,85,89,85,84,31,62,20,32,32,72,70,64,72,2,5,173,70,Left,3,56,15,18,9,10
Thiago Pulgar,24,Ecuador,Eintracht Frankfurt,Bundesliga,CM,Mezzala,83,91,39354726,73150,72,72,86,84,63,76,68,65,68,78,78,71,77,90,86,89,88,93,84,83,80,86,84,87,57,75,59,63,58,84,80,75,80,2,4,178,81,Right,8,50,11,9,1,20
Heung Ricci,29,Serbia,Lille,Ligue 1,CB,Bruiser,69,69,2372251,3535,61,41,62,62,77,81,68,58,40,34,36,51,39,65,62,61,56,59,68,56,57,60,62,58,73,75,76,69,69,74,85,85,73,2,2,179,67,Right,7,,10,38,8,15
Oscar Rossi,30,Peru,Mallorca,La Liga,GK,Aerial Threat,74,74,4058631,10881,51,13,48,47,17,84,51,49,20,20,20,20,20,48,45,46,47,48,45,48,46,41,50,43,20,82,20,20,26,82,77,82,79,2,2,175,73,Right,4,103,6,31,9,13
Martin Salah,23,Burkina Faso,Fiorentina,Serie A,ST,Poacher,74,83,5691674,12676,75,83,71,80,33,75,72,72,83,76,80,87,77,64,69,77,78,77,90,78,86,75,83,77,29,68,33,31,35,73,81,72,77,2,2,181,58,Right,10,119,1,31,4,0
Jude Aranguiz,30,Portugal,Venezia,Serie A,RM,Winger,72,72,4222145,6119,80,68,81,74,50,67,77,73,68,61,71,76,69,83,87,80,87,71,75,77,80,80,74,66,43,70,52,48,52,62,67,64,61,5,3,172,75,Left,2,3,7,21,3,5
Park Taylor,17,Denmark,Augsburg,Bundesliga,LB,Wing Back,73,79,4272770,7897,70,47,71,72,76,72,74,76,49,44,52,43,55,67,70,77,71,65,73,73,65,73,67,71,70,78,74,68,75,65,77,75,66,3,3,173,71,Left,9,88,11,5,5,11
Piotr Blind,21,South Korea,Almeria,La Liga,RW,Inside Forward,76,78,8508021,10080,82,80,79,85,32,70,78,80,82,87,77,76,87,75,76,74,81,82,76,80,93,83,79,87,24,79,26,28,36,65,64,76,68,5,4,177,65,Right,6,8,28,20,6,7
Kylian Hernández,28,Australia,Mainz,Bundesliga,RB,Defensive Full Back,70,70,1538685,4169,76,50,73,69,75,78,80,69,44,50,48,43,43,81,65,76,74,72,60,64,72,67,70,66,82,78,74,69,77,80,84,81,76,4,2,172,71,Right,6,108,14,8,2,5
Rodrygo Valverde,30,USA,Aston Villa,Premier League,LM,Wide Midfielder,73,71,2453278,5476,81,74,77,84,46,70,88,84,66,70,77,69,75,70,85,80,82,87,79,80,76,80,89,90,40,69,42,41,38,63,71,65,65,3,3,189,66,Right,8,81,11,25,3,10
Alexander Hakimi,29,Uruguay,Sevilla,La Liga,CDM,Box to Box,82,86,16711400,18990,71,63,75,74,86,85,71,76,58,66,59,62,63,76,73,72,71,79,74,71,77,76,69,78,83,90,80,88,94,81,90,88,89,5,3,179,82,Right,10,96,3,21,1,19
Michael Courtois,30,Portugal,Salernitana,Serie A,CB,Aerial Threat,76,75,4575282,9881,68,40,71,63,85,86,65,65,42,37,35,35,33,70,71,65,72,59,56,57,61,69,70,64,92,89,80,81,84,89,92,90,89,3,4,171,71,Right,5,32,,18,1,17
Álvaro Corona,16,Bulgaria,Wolfsburg,Bundesliga,RM,Winger,69,84,2471673,6591,80,69,75,74,51,61,81,80,61,65,75,69,61,81,81,79,72,78,82,76,66,76,75,69,43,70,45,46,56,65,56,64,64,5,5,186,76,Right,5,80,5,38,5,20
Mousa Badji,25,Spain,Feyenoord,Eredivisie,RW,Explosive Winger,88,92,95385001,244576,91,85,89,92,36,73,87,88,81,88,94,84,85,94,88,93,87,99,99,94,92,90,98,99,44,65,42,37,44,67,79,66,65,2,3,181,83,Right,4,98,46,32,3,17
Roberto Saka,22,Czech Republic,Montpellier,Ligue 1,CM,Playmaker,69,77,1467995,2394,66,67,81,72,62,66,59,60,75,61,63,64,67,82,85,81,83,86,80,66,69,69,75,79,56,75,62,59,67,70,71,68,71,4,4,178,92,Right,6,82,7,31,7,3
Oscar Sosa,25,Ghana,Wolfsburg,Bundesliga,CAM,Shadow Striker,74,77,5910110,9768,77,82,81,79,47,62,74,82,77,87,91,89,74,89,74,80,85,78,76,85,76,74,73,76,42,59,43,40,41,55,61,62,67,5,3,169,84,Right,5,68,14,3,0,8
Aaron Taylor,20,Colombia,Galatasaray,Süper Lig,CDM,Defensive Midfielder,73,81,5315861,15188,64,67,71,68,78,77,71,61,61,67,66,68,69,72,75,73,65,69,77,73,70,69,75,72,83,73,76,86,81,82,80,76,74,5,3,174,66,Right,9,84,1,19,0,13
Daniel Martin,33,Germany,Inter Milan,Serie A,ST,Poacher,91,91,184828092,206742,90,94,77,88,46,84,97,84,95,95,86,84,99,75,68,73,77,82,95,93,94,88,85,92,40,77,42,43,55,92,85,80,81,4,1,182,81,Right,4,93,58,2,16,14
Raphinha Ramírez,33,Uruguay,LA Galaxy,MLS,RB,Wing Back,63,63,545396,1330,78,44,71,63,76,66,80,71,42,45,35,47,47,65,68,66,66,61,68,68,67,66,70,62,71,60,69,75,70,58,59,61,69,3,5,179,79,Right,8,56,0,6,8,8
Nahuel Lazović,25,Russia,Atalanta,Serie A,LM,Inside Forward,76,85,4623287,5721,82,78,77,78,57,69,75,86,82,73,87,85,72,77,78,72,70,75,86,77,74,77,75,79,49,77,60,64,65,62,63,67,76,4,1,194,82,Right,2,25,1,,7,9
Oscar Thomas,19,Thailand,Bayer Leverkusen,Bundesliga,RM,Inside Forward,72,90,2296313,5683,82,69,76,79,43,63,85,80,71,72,62,67,62,74,75,77,77,79,83,78,79,79,75,86,50,58,38,50,43,65,68,68,56,4,4,196,77,Right,1,28,9,23,10,3
Raheem Williams,25,Uruguay,Seattle Sounders,MLS,RW,Winger,72,77,4858667,7568,89,78,77,87,30,63,95,95,74,81,85,78,80,71,78,74,70,89,90,83,85,93,91,94,37,61,36,25,38,55,70,65,60,2,4,165,68,Right,2,17,57,30,8,12
Gabriel de Bruyne,21,Burkina Faso,Fenerbahce,Süper Lig,RW,Inside Forward,76,86,4958080,8577,86,80,85,84,39,68,91,86,82,87,86,84,87,91,85,83,89,78,94,77,88,78,87,77,33,59,45,32,48,71,69,73,70,5,3,186,81,Right,7,39,42,28,,16
Nicolás Trippier,16,Argentina,Lille,Ligue 1,GK,Shot Stopper,69,79,2507474,4509,50,15,49,48,16,72,48,50,20,20,20,20,21,46,56,43,55,60,43,41,41,51,41,42,20,71,20,20,24,65,72,77,77,2,3,177,66,Right,5,70,1,0,2,8
Álvaro Corona,26,Montenegro,Marseille,Ligue 1,RM,Wide Midfielder,83,85,23485626,31065,84,76,83,90,62,69,87,81,78,72,82,76,83,81,82,79,87,83,82,83,93,92,95,89,61,60,60,61,71,63,72,73,78,3,3,168,80,Right,5,0,5,21,7,3
Samir Gueye,34,UAE,Brentford,Premier League,RB,Wing Back,81,80,23219415,45707,84,64,77,72,81,75,79,80,68,58,69,70,68,71,76,72,77,74,75,77,77,70,69,74,79,80,74,88,83,72,70,69,83,3,1,185,83,Left,4,37,6,26,10,5
Ruben Bonucci,31,Albania,Liverpool,Premier League,CM,Playmaker,83,81,39172279,56689,77,75,88,77,69,75,80,78,83,71,67,78,82,93,93,84,95,77,80,72,71,80,78,83,63,78,74,63,61,71,68,69,74,2,2,182,75,Right,2,33,2,5,9,18
Darwin Godín,28,Mali,Monaco,Ligue 1,ST,Pressing Forward,72,74,4649829,7357,76,87,68,78,28,80,76,73,94,94,78,88,79,76,70,68,69,58,82,76,70,76,83,83,31,88,25,34,29,74,77,75,75,4,2,182,69,Left,3,10,23,19,3,6
Amine Sane,25,China,Napoli,Serie A,GK,Sweeper Keeper,83,85,39364604,58231,62,23,64,55,19,89,68,68,31,30,25,23,31,60,62,60,63,68,55,62,50,55,48,50,20,87,26,20,20,96,83,96,94,2,2,186,71,Left,2,19,5,2,7,0
Robert Kovačić,20,UAE,LA Galaxy,MLS,CAM,Enganche,72,81,4472695,5676,72,84,83,88,43,63,79,75,91,80,87,76,81,88,77,79,87,77,96,89,86,85,86,81,43,61,42,50,48,69,62,59,71,2,2,180,75,Right,2,14,47,16,4,1
Robin Hazard,22,Slovakia,Crystal Palace,Premier League,CM,Box to Box,79,83,12979232,17707,69,74,86,89,64,72,67,62,82,79,80,77,73,92,80,89,81,75,86,95,88,91,91,86,56,78,66,72,63,67,74,72,65,3,3,175,85,Right,2,11,13,10,9,9
Matteo Jović,30,China,Crystal Palace,Premier League,GK,Aerial Threat,75,74,8289311,17942,51,16,60,51,16,77,53,56,20,20,23,20,20,53,63,61,64,70,51,47,50,57,50,50,20,68,20,21,20,83,72,74,81,5,2,167,69,Right,5,84,5,36,8,19
Maciej Doan,29,Belgium,Heidenheim,Bundesliga,ST,Pressing Forward,72,76,4451462,6156,85,84,74,80,26,78,91,88,78,84,86,75,84,71,69,69,76,62,80,87,87,78,85,80,28,79,20,20,34,82,72,83,71,2,3,187,58,Right,5,101,7,7,16,5
Mikkel Isla,29,Thailand,Shakhtar Donetsk,Ukrainian PL,RM,Winger,70,72,2872598,4545,82,72,74,78,46,61,87,77,79,79,64,73,79,74,72,71,72,73,81,76,81,81,75,86,46,67,44,48,48,61,55,57,57,3,3,176,72,Left,1,100,9,2,5,16
Koji Kamada,26,Belgium,Metz,Ligue 1,CAM,Enganche,69,70,2524415,3762,70,75,83,82,39,64,69,76,75,68,80,78,78,86,91,89,76,78,91,83,84,87,83,88,36,55,46,32,30,56,71,59,61,2,1,177,76,Right,2,115,31,28,2,4
Arkadiusz Guardado,30,Peru,Metz,Ligue 1,CF,Advanced Forward,62,61,351310,1000,74,78,68,76,28,68,75,81,78,77,69,86,77,73,73,67,76,77,75,74,83,76,78,77,22,69,29,33,33,73,73,66,62,5,3,165,80,Right,2,114,8,14,28,15
Oscar Lookman,25,DR Congo,Lens,Ligue 1,CB,Aerial Threat,81,84,13951230,32444,75,48,75,69,85,86,79,78,40,52,55,53,54,78,75,75,71,81,71,71,67,67,69,66,79,87,90,77,92,86,81,80,85,4,5,169,85,Right,6,105,8,8,4,5
Raheem Colombo,25,Algeria,Real Madrid,La Liga,CM,Mezzala,79,88,16808949,29909,70,75,77,80,69,71,66,64,78,81,67,73,78,73,68,83,80,87,83,74,86,84,83,81,63,79,67,64,71,72,71,68,74,2,1,175,72,Right,9,60,1,2,9,2
Timo Bonucci,16,Thailand,Real Sociedad,La Liga,RM,Winger,79,91,18288654,25867,85,75,78,82,52,71,92,89,71,68,73,72,76,86,74,80,72,69,89,87,79,83,81,88,49,67,58,52,56,63,77,77,65,5,4,180,65,Right,2,7,6,11,4,20
Jamal Alaba,28,USA,Holstein Kiel,Bundesliga,RW,Winger,60,64,248803,1000,79,74,75,80,28,64,80,80,72,67,67,75,75,74,73,73,81,63,80,75,81,77,77,82,25,73,23,35,36,68,69,60,59,2,3,185,70,Left,4,103,7,17,8,17
Callum Kostić,25,Azerbaijan,Atletico Madrid,La Liga,CB,Ball Playing Defender,88,91,106077111,179791,80,46,76,68,87,93,81,76,47,51,46,52,44,77,77,81,81,67,77,65,60,65,69,74,86,85,93,93,82,88,86,88,97,4,4,183,70,Right,5,109,15,17,5,9
Agustín Pereira,29,Romania,St. Pauli,Bundesliga,LW,Winger,71,71,3730990,4457,83,76,75,85,34,64,86,76,72,83,72,70,79,79,71,74,79,65,84,85,89,91,89,93,38,59,31,31,38,71,64,62,61,4,4,184,88,Right,7,69,15,18,4,8
Matthijs Williams,19,Zambia,Valencia,La Liga,LW,Inside Forward,72,88,2024640,3062,85,82,77,88,39,67,79,84,77,83,82,84,83,85,82,71,83,85,79,88,96,91,87,81,47,69,44,36,34,66,62,69,71,3,3,179,83,Left,5,106,17,16,4,0
Adrien Pezzella,30,Peru,Real Sociedad,La Liga,RW,Explosive Winger,80,78,19899277,42886,80,83,80,89,35,70,79,82,81,81,89,78,82,81,85,83,84,77,91,96,81,83,94,89,42,78,33,30,29,68,76,69,79,3,5,174,81,Right,1,49,2,15,6,1
Victor Benzema,34,Norway,Girona,La Liga,CAM,Shadow Striker,66,67,776637,1432,68,74,80,80,44,58,63,71,74,76,79,82,76,81,76,85,79,84,75,76,85,79,79,87,46,58,40,36,35,60,61,54,61,3,3,177,58,Right,8,57,16,5,8,15
Mikel Evans,32,Czech Republic,Fenerbahce,Süper Lig,RM,Winger,80,79,22806337,42390,85,74,76,80,54,66,79,81,71,78,67,72,67,74,81,72,73,82,72,84,80,80,80,74,56,70,52,62,57,69,69,71,64,4,4,181,92,Left,4,5,15,36,5,8
Shkodran Kompany,24,Ivory Coast,Real Sociedad,La Liga,CDM,Anchor,76,86,9903958,11153,65,63,74,79,85,79,65,60,67,59,68,53,60,80,72,79,68,85,72,75,85,77,81,81,89,82,88,81,85,78,74,83,78,3,2,174,72,Left,7,106,0,31,5,
Fabian Bonucci,24,Iraq,Mainz,Bundesliga,CDM,Defensive Midfielder,77,85,11964212,14243,69,66,75,77,83,79,74,67,70,66,60,56,70,70,77,69,83,82,71,81,72,78,78,69,89,71,86,78,86,72,76,83,78,4,2,173,76,Right,6,6,3,23,1,15
Marco Tagliafico,20,Vietnam,Girona,La Liga,CDM,Defensive Midfielder,68,85,1976714,3914,67,52,75,69,75,75,63,69,48,45,43,47,60,76,75,72,69,84,66,73,65,63,66,75,70,72,80,72,74,74,77,71,78,4,5,188,66,Right,1,17,5,26,2,0
Hakim Iheanacho,23,Belgium,Hoffenheim,Bundesliga,RB,Attacking Full Back,79,83,13497282,17782,78,55,74,67,76,80,75,76,56,48,51,51,62,71,71,80,80,66,74,62,61,71,68,59,71,79,71,82,84,77,79,76,88,3,2,182,77,Right,1,34,2,37,0,19
Wojciech Gvardiol,24,Russia,Anderlecht,Pro League,CB,Aerial Threat,70,74,2931554,3338,64,37,68,58,76,81,68,61,32,30,40,46,33,65,73,68,68,58,66,65,52,53,60,51,82,88,70,75,81,76,80,74,90,2,1,165,79,Left,7,26,3,33,6,16
Ilkay Marino,18,Saudi Arabia,Nice,Ligue 1,LM,Winger,67,77,859457,1290,77,66,73,79,51,60,71,72,73,63,61,67,72,68,72,75,72,61,79,85,72,84,76,79,54,64,50,58,49,61,63,54,66,5,4,187,77,Right,2,109,10,28,8,3
Andreas Saiss,23,Croatia,Barcelona,La Liga,LM,Inside Forward,82,91,17774137,39941,87,76,83,82,52,74,93,84,79,75,79,80,80,91,82,89,86,95,79,83,77,77,80,85,58,78,59,58,48,69,67,68,68,3,3,191,75,Right,9,63,4,33,1,14
Max Kante,16,Bulgaria,Leicester City,Premier League,LW,Explosive Winger,79,89,8204346,9136,87,83,80,88,34,72,86,84,77,83,89,79,78,85,78,74,85,72,92,85,87,84,94,84,30,63,28,34,36,70,71,78,71,5,1,172,85,Left,5,78,2,12,0,19
Maciej Diallo,33,Azerbaijan,Venezia,Serie A,CM,Mezzala,64,63,581974,1000,63,62,77,72,55,68,60,60,68,61,53,54,57,69,77,83,82,89,70,78,79,78,67,64,52,59,55,57,56,63,65,73,77,3,4,186,91,Right,10,15,14,15,,4
Robin Pérez,26,Germany,Lazio,Serie A,RM,Winger,71,75,3495086,7342,77,71,75,79,48,62,83,82,78,77,63,72,76,83,66,75,79,71,89,72,72,75,85,74,52,62,43,46,52,63,66,60,64,5,3,182,64,Right,10,4,1,27,,4
Roberto Hazard,22,Brazil,Benfica,Primeira Liga,CAM,Classic 10,80,84,12198617,17181,77,77,88,81,51,65,75,80,73,80,78,80,72,81,86,88,83,98,83,86,77,83,86,87,54,57,54,59,55,68,68,71,57,4,4,178,80,Left,5,11,53,11,9,10
Daniel Gvardiol,36,Iceland,Eintracht Frankfurt,Bundesliga,CAM,Classic 10,88,87,96387548,195512,82,81,92,89,53,75,79,84,85,81,87,77,75,94,96,94,90,84,88,82,85,84,90,83,51,69,51,47,55,70,80,82,84,2,4,165,76,Right,1,102,40,0,7,13
Roberto van Dijk,23,Zimbabwe,Nice,Ligue 1,CDM,Defensive Midfielder,70,80,2363404,5007,68,60,70,74,79,72,63,64,60,67,58,52,63,76,71,76,70,69,66,68,73,72,80,72,83,64,83,83,70,79,72,76,66,4,4,181,84,Right,10,93,5,10,7,13
Endrick Courtois,19,Ghana,Barcelona,La Liga,RB,Defensive Full Back,86,94,55782216,98035,89,54,78,74,87,77,85,96,48,52,47,44,53,71,69,83,85,79,78,69,67,80,67,66,93,74,82,94,83,76,81,74,72,2,4,172,79,Left,3,83,10,11,6,11
Nicolás Ferrari,29,Finland,Atalanta,Serie A,ST,Poacher,66,70,901056,2080,77,81,64,73,33,78,70,84,79,81,79,91,87,69,72,67,67,65,63,75,70,71,73,73,26,72,26,26,32,75,73,71,73,3,2,188,82,Right,5,30,40,25,26,16
Harry Gvardiol,28,Paraguay,Benfica,Primeira Liga,CB,Aerial Threat,79,82,12060601,19547,65,48,72,68,87,87,65,62,46,50,53,41,43,77,65,67,73,66,64,72,67,72,62,68,85,87,94,85,96,95,83,90,94,3,4,169,75,Right,4,79,13,9,3,3
Ferran Pereira,23,Guinea,Celtic,Scottish Prem,RM,Winger,81,85,19547430,50904,85,75,79,86,52,71,90,78,82,74,82,72,76,74,74,84,77,79,79,89,80,81,92,84,57,77,54,50,60,63,77,70,64,3,3,170,69,Right,1,41,13,14,10,6
Aritz Lozano,29,Finland,Frosinone,Serie A,LW,Winger,71,73,3811417,5499,79,82,80,84,41,69,75,78,87,87,82,83,89,86,83,85,76,75,75,82,77,81,77,86,36,61,34,34,34,61,73,75,65,4,4,174,81,Right,9,65,16,4,7,16
Julian Alisson,26,Saudi Arabia,Benfica,Primeira Liga,CM,Box to Box,75,76,6925070,12613,68,67,84,77,63,68,62,70,59,62,69,66,68,82,76,84,81,94,69,77,76,81,79,74,60,66,56,68,65,62,68,74,73,3,3,175,74,Left,4,11,14,7,6,16
Kamil Paredes,27,Belgium,Celtic,Scottish Prem,LW,Winger,75,75,6276366,10915,78,81,77,89,44,66,81,74,76,83,79,79,75,76,79,79,72,82,95,92,82,94,94,84,50,69,41,51,38,72,68,71,66,4,3,168,76,Right,5,100,36,16,5,4
Ritsu Okafor,24,Mexico,Juventus,Serie A,CDM,Defensive Midfielder,80,86,20677871,23631,76,70,82,74,85,83,83,81,66,63,74,78,63,86,89,82,74,71,80,79,76,68,80,66,83,74,79,89,80,75,78,86,90,5,3,182,63,Right,4,23,9,12,4,5
Roberto Budimir,31,Kenya,Borussia Dortmund,Bundesliga,CDM,Defensive Midfielder,89,88,70944158,80802,75,69,83,78,88,81,71,74,71,68,67,66,76,78,82,81,78,73,84,83,80,78,76,77,80,72,86,85,85,80,82,78,80,4,3,186,67,Right,8,50,14,17,4,16
Ansu Wagner,16,Jamaica,Hertha Berlin,Bundesliga,RB,Defensive Full Back,78,86,13639378,22507,86,51,73,76,84,70,86,86,51,51,45,50,48,69,79,77,70,69,74,83,71,71,78,73,88,66,89,82,75,78,64,76,68,3,4,174,68,Left,7,36,1,28,4,14
Alejandro Sarr,30,Netherlands,Lorient,Ligue 1,CAM,Enganche,73,73,4937447,7104,79,77,87,81,45,61,83,83,72,83,75,71,78,80,90,90,80,90,72,84,73,77,78,78,45,62,47,53,54,62,61,66,69,4,4,180,75,Right,3,62,54,21,1,2
Enzo Kompany,24,Denmark,Galatasaray,Süper Lig,RW,Explosive Winger,84,89,25347088,35750,91,82,81,91,44,72,92,86,78,79,74,84,84,82,77,76,77,70,86,92,93,88,87,89,36,69,50,41,43,73,76,79,68,4,3,184,82,Right,4,27,5,5,4,15
Wilfried Mitoma,30,Zambia,Marseille,Ligue 1,CM,Box to Box,85,85,32666706,38704,73,73,84,90,71,78,78,70,65,76,81,79,74,83,85,79,78,73,99,93,87,96,92,92,79,80,70,78,80,74,73,84,84,3,4,183,65,Right,3,33,13,0,8,15
Luca Alexis,35,Peru,AC Milan,Serie A,ST,Poacher,78,79,16364258,20819,83,89,64,83,34,77,78,76,96,86,84,97,85,66,70,65,61,75,88,82,89,84,88,76,40,77,41,27,38,85,71,77,76,2,4,174,65,Right,7,94,59,6,17,5
Jude Gueye,19,Senegal,Al Hilal,Saudi Pro League,GK,Sweeper Keeper,67,80,1086480,1565,49,14,53,51,12,72,48,43,20,20,20,20,20,58,47,48,54,61,51,45,55,57,51,47,20,67,20,20,20,67,71,68,73,5,3,179,85,Right,2,97,2,2,9,7
Grzegorz Griezmann,25,Belgium,Real Sociedad,La Liga,GK,Sweeper Keeper,76,81,4833887,9459,61,20,51,51,16,84,64,61,20,20,20,20,20,47,59,48,51,56,50,45,43,54,58,49,21,77,20,20,23,81,91,77,78,3,3,193,83,Right,10,51,3,16,5,0
Max Alexander-Arnold,28,Ecuador,Al Nassr,Saudi Pro League,RM,Inside Forward,73,75,5244075,8568,82,72,72,80,50,63,89,79,73,71,75,79,70,66,67,76,67,62,76,87,84,83,84,79,45,62,57,46,56,70,70,59,63,5,2,190,84,Right,1,95,6,19,2,17
Nacer Lukić,19,China,Borussia Dortmund,Bundesliga,LW,Inside Forward,88,99,118074510,196137,96,86,83,94,41,78,90,89,78,81,82,95,85,87,74,83,85,94,87,95,88,91,90,99,38,74,44,41,40,74,82,75,78,2,2,175,62,Right,7,113,37,26,4,10
João Alexis,24,Uganda,Metz,Ligue 1,ST,Poacher,62,72,373171,1000,75,80,60,73,24,73,70,78,74,74,86,87,85,61,57,58,60,63,77,68,79,77,77,75,20,68,25,30,22,77,69,77,78,5,3,178,79,Left,7,20,26,11,27,7
Dries Davies,19,USA,Atletico Madrid,La Liga,LW,Inside Forward,85,90,56278802,98217,94,85,86,93,35,75,98,97,79,79,83,95,81,85,87,80,83,76,89,91,88,89,90,99,38,67,30,41,33,80,75,74,81,3,3,171,65,Left,6,29,12,19,6,0
Jamal Bellingham,35,Montenegro,Manchester United,Premier League,CF,False 9,91,92,212686517,322741,92,94,82,91,49,83,95,88,88,99,90,86,99,76,79,86,90,86,92,87,88,97,84,99,57,90,46,52,55,84,83,76,86,3,4,175,68,Right,9,61,20,13,2,7
Heung Giroud,27,Philippines,PSG,Ligue 1,LM,Wide Midfielder,78,78,10377836,13763,80,71,80,82,55,67,82,83,78,69,71,62,74,78,73,83,80,69,91,81,88,85,89,82,58,76,62,54,58,75,71,62,66,2,2,176,79,Right,1,119,1,16,10,15
Exequiel Romano,21,Spain,Metz,Ligue 1,RW,Explosive Winger,66,69,1073628,2018,79,75,74,87,24,66,80,82,80,68,81,71,68,72,68,74,73,80,88,89,82,82,94,95,28,59,25,25,32,64,62,61,72,4,4,186,88,Right,10,18,27,24,1,8
Yussuf Romano,40,Ghana,Tottenham,Premier League,LW,Winger,87,88,51196037,127670,96,89,81,88,42,68,93,89,84,83,83,91,81,76,81,80,79,69,97,90,92,87,85,86,37,73,40,41,34,70,71,68,74,3,4,185,58,Right,7,84,10,34,9,17
Ryan Rodrigues,31,Germany,Celta Vigo,La Liga,CAM,Classic 10,67,65,1483523,3914,70,77,79,78,44,66,77,72,73,77,78,83,74,72,83,76,83,80,70,78,72,80,78,86,44,69,42,41,53,58,63,72,63,3,4,178,81,Right,5,6,40,27,6,9
Wissam Vargas,24,North Macedonia,Rayo Vallecano,La Liga,CAM,Classic 10,70,72,2120369,2614,74,80,83,85,44,63,77,72,78,86,86,83,73,90,89,82,85,84,79,80,82,82,85,88,41,68,44,50,45,71,64,63,54,5,3,175,72,Left,4,51,2,19,10,9
Yuki Foden,30,Ecuador,Villarreal,La Liga,CAM,Enganche,74,72,3691618,7564,70,83,83,81,40,68,65,64,91,79,87,77,77,88,84,88,90,84,87,85,89,84,82,79,39,73,38,46,43,62,62,69,64,3,4,180,88,Right,8,50,29,7,2,2
Antoine Di María,19,Denmark,Borussia Dortmund,Bundesliga,RW,Winger,78,93,9899170,11537,85,82,78,87,36,70,91,90,74,77,83,76,74,79,80,79,78,80,86,90,95,93,81,91,35,73,30,42,31,74,76,70,63,2,4,191,65,Left,6,28,49,5,9,1
